Lot Area,Year Built,Gr Liv Area,Full Bath,Half Bath,Bedroom AbvGr,TotRms AbvGrd,Fireplaces,Garage Cars,SalePrice
3180,2007,1392,2,0,2,5,0,2,146000
3604,2007,1392,2,0,2,5,0,2,146000
2280,1999,1501,2,1,3,6,0,2,179400
2280,1999,1549,2,1,3,6,0,2,172900
4765,2000,1638,2,0,2,5,1,2,300000
4538,2001,1310,1,1,1,5,1,2,285000
4385,2001,1419,1,1,2,5,1,2,290000
4109,1999,1557,2,0,2,5,1,2,305000
5119,1999,1709,2,0,2,5,1,2,328900
2160,1999,1252,2,1,2,4,0,2,160000
2160,1999,1404,2,1,3,5,0,2,170000
10646,2001,1789,2,1,3,7,1,2,223000
2645,1999,1586,2,1,3,7,0,2,170000
2645,1999,1607,2,1,3,7,0,2,200000
3951,1998,2393,2,1,2,7,1,2,345000
14963,1996,1288,1,1,1,4,2,2,245500
11064,1995,1239,1,1,1,4,1,2,217500
10846,1993,1719,1,1,1,6,2,2,324000
11120,1984,1232,2,0,3,6,0,2,162500
24572,1977,2944,2,2,3,9,1,3,150000
16280,1976,1671,3,0,3,6,1,2,290000
7500,2002,1812,2,1,3,7,1,2,205000
10400,1970,1682,2,0,3,7,1,2,174000
11104,1969,1427,2,0,4,7,0,2,183000
11050,1968,1740,1,1,4,8,1,2,150000
11040,1971,1258,2,0,3,5,0,2,145000
15387,1967,1620,2,0,4,8,1,2,215000
9750,1965,1625,2,0,4,8,0,2,140500
10800,1974,2614,2,1,4,9,1,2,240000
8814,1968,1464,1,1,4,7,0,2,141000
8872,1965,912,1,0,2,5,0,2,147000
8125,1965,925,1,0,3,5,0,2,135000
11072,1965,1728,2,0,6,10,0,2,145000
13101,1965,1728,2,0,6,10,0,2,142600
9246,1973,1656,2,0,4,8,0,2,135000
13355,1971,1670,1,1,4,7,0,2,170000
8963,1976,2715,3,1,4,11,2,2,299800
9120,1974,1876,2,1,4,8,1,2,185000
9130,1966,1632,1,1,4,7,0,2,173000
12122,1961,999,1,0,3,6,0,2,178400
9900,1968,1978,2,1,4,9,1,2,176000
7785,1956,1014,1,0,2,6,0,1,98000
8593,1957,907,1,0,3,5,0,1,109008
8475,1956,952,1,0,2,4,0,1,135750
8700,1963,1128,2,0,3,6,0,2,155000
10175,1964,1425,2,0,3,7,1,2,180500
9020,1966,1165,1,1,3,6,0,2,174900
9200,1965,1136,1,0,3,5,1,1,140000
8250,1964,1092,1,0,3,6,0,2,145000
9350,1965,1265,2,0,3,6,1,2,179900
9020,1964,1350,1,1,3,6,0,2,168500
9900,1961,1114,1,0,3,5,0,2,140000
10007,1959,1053,1,1,3,5,0,1,145500
10721,1959,1252,1,0,3,7,0,2,142000
12493,1960,1100,1,0,3,6,1,1,141000
11332,1960,1118,1,0,3,6,0,1,153000
6627,1949,720,1,0,2,4,0,1,72500
4130,1935,729,1,0,2,5,0,0,52000
7420,1939,1077,1,0,2,5,2,1,118000
4882,1937,906,1,0,2,5,0,1,87000
9600,1960,1496,2,0,3,6,0,2,141500
9600,1950,1252,1,0,3,6,0,1,119000
9600,1950,1337,1,0,3,7,1,1,141500
9600,1955,1661,1,0,3,8,1,1,165500
7584,1953,1036,1,0,3,5,0,1,112900
13700,1965,1820,1,2,4,8,2,2,201800
10197,1961,1362,1,1,3,6,1,2,163000
7875,1961,1144,1,0,3,6,0,2,139950
8400,1962,1537,1,1,3,7,1,2,174000
9150,1962,1431,1,0,3,6,1,1,165000
14670,1966,1988,2,1,4,9,1,2,227000
7390,1955,1098,1,0,3,6,0,1,135000
9204,1963,1144,1,1,3,6,0,1,124000
7763,1962,1283,1,0,3,6,0,2,140000
8856,1957,1176,1,0,3,6,2,1,136500
9840,1959,1440,2,0,2,7,0,1,185000
9120,1958,1261,1,0,3,6,1,2,163000
13200,1958,1570,1,0,3,5,1,2,166800
9000,1956,1196,1,0,2,6,1,1,139000
11900,1957,1392,1,1,3,6,2,2,166000
9464,1958,1080,1,0,3,5,0,1,136000
10425,1956,1104,1,0,3,5,0,1,133000
11556,1952,882,1,0,2,4,0,1,116000
9373,1953,1152,1,1,3,6,0,2,137500
12774,1953,950,1,0,2,5,0,2,130000
14250,1957,1790,2,0,3,6,2,2,180000
7350,1951,952,1,0,2,4,0,2,139000
7677,1953,773,1,0,2,4,0,1,110000
8838,1957,1764,2,1,4,7,1,1,100000
8480,1947,1216,1,0,2,6,0,1,118500
12436,1957,1824,2,0,5,9,0,2,146000
10122,1948,869,1,0,1,3,0,1,89900
7506,1925,1159,1,0,3,5,0,1,114000
10930,1945,1558,1,1,3,6,1,1,140000
5400,1940,672,1,0,2,4,0,1,86900
10836,1922,1436,1,0,3,7,1,4,139000
10800,1900,1294,2,0,3,7,0,0,106250
9247,1962,1716,1,1,4,8,1,2,171000
10180,1968,1044,1,1,3,5,1,2,139000
11355,1958,1312,1,1,3,6,1,2,186000
10920,1960,1253,1,1,2,5,1,1,157000
12929,1960,1081,1,0,3,5,0,1,148000
27650,1960,2069,2,0,4,9,1,2,242000
8892,1953,910,1,0,3,5,0,2,116000
7200,1951,876,1,0,2,5,1,2,94000
7200,1950,1048,1,0,3,7,0,2,98300
7910,1960,1507,2,0,4,7,0,1,127000
8000,1959,1256,1,1,3,6,0,1,159000
8000,1962,1027,1,0,3,6,0,1,125900
7931,1960,1269,1,1,3,6,1,1,155000
8064,1948,1320,2,0,3,5,0,2,138000
6390,1954,984,1,0,2,4,0,1,112500
7227,1954,832,1,0,2,4,0,2,105500
7200,1954,1278,1,0,4,6,0,1,127500
8513,1961,1800,2,0,6,10,0,0,130000
7200,1955,1588,1,1,3,6,0,2,150000
7200,1954,825,1,0,2,4,0,1,109500
7056,1963,1796,1,1,4,8,1,2,140000
9760,1964,1611,1,1,4,7,0,2,167900
7590,1963,1117,1,0,3,6,0,1,136870
9836,2008,1133,1,0,3,7,0,1,143000
5232,1925,764,1,0,2,4,0,2,73000
10440,1904,1539,2,0,3,8,1,2,157500
9184,1948,1323,1,0,3,6,0,2,122600
4800,1910,1360,1,0,2,6,0,1,111000
10440,1920,2792,2,0,5,8,2,2,256000
4800,1940,672,1,0,2,4,0,1,64000
6000,1915,1456,1,1,4,7,0,1,139500
11426,1910,1594,2,0,3,9,0,0,118000
11426,2003,2082,2,1,3,6,0,2,200000
7628,1940,1656,2,0,2,8,0,2,119164
7308,1920,1740,1,0,2,6,1,1,122250
5400,1920,1027,1,0,2,5,1,0,120000
10800,1940,1436,2,0,3,8,2,2,155000
6756,1910,899,1,0,2,5,0,1,78000
5914,1890,1080,1,0,3,5,0,0,95000
6000,1948,789,1,0,2,5,0,1,115000
12000,1948,1122,1,0,2,6,0,2,147000
9000,1946,1499,1,0,3,5,1,3,140000
7311,1946,407,1,0,1,3,0,1,46500
6000,1957,928,1,0,3,5,0,1,112500
6000,1954,901,1,0,2,4,0,1,107900
12205,1949,1588,2,0,5,6,0,0,65000
18386,1880,3493,3,0,3,10,1,3,295000
9142,1900,1627,2,0,4,10,0,2,139500
12665,1915,1416,1,1,4,7,1,3,153900
5350,1920,1450,1,0,3,7,0,1,132000
4571,1916,1344,1,0,4,7,0,3,98000
9143,1900,1017,1,0,2,5,0,1,114000
9600,1920,2350,2,0,4,10,0,2,130000
9600,1917,2058,1,1,3,8,1,2,129500
6000,1905,1540,1,1,3,7,0,0,129400
9600,1928,1378,2,0,3,7,1,2,161000
10800,1905,1912,2,0,3,7,1,2,163000
6300,1914,1484,2,0,3,9,1,0,128000
5250,1872,2358,2,0,4,8,0,0,122000
5700,1926,1111,1,0,2,5,1,1,116900
13500,1893,2775,3,1,3,9,1,2,325000
11340,1920,1086,1,0,2,5,0,2,55000
10800,1890,2495,2,0,5,10,1,2,184000
9750,1959,984,1,0,2,5,0,1,110000
12150,1954,1795,2,0,4,7,0,1,131500
12702,1956,882,1,0,2,4,0,1,97000
8516,1958,1093,1,0,2,5,0,1,115500
7111,1928,1143,1,0,2,5,1,1,138000
7425,1945,1668,1,1,3,8,0,1,108000
9100,1930,935,1,0,2,4,0,1,79500
7010,1935,1738,2,0,3,6,1,1,153000
6130,1924,784,1,0,2,5,0,0,109500
5000,1941,1210,1,0,3,6,0,1,124000
5870,1900,1290,1,1,3,6,0,1,106900
6000,1940,1672,1,1,3,6,1,1,164900
6000,1924,949,1,0,2,5,1,2,119000
6000,1929,1158,1,0,3,5,1,1,120000
6000,1937,1497,2,0,3,5,0,1,157000
6000,1939,1342,2,0,2,7,1,1,105000
5000,1926,1013,1,0,3,6,0,1,113000
5520,1920,1216,1,0,3,6,1,1,115000
5940,1946,896,1,0,2,4,0,1,79000
6240,1929,1136,1,0,2,6,0,1,123000
6120,1945,808,1,0,1,6,0,1,81300
6240,1930,1573,2,0,3,8,1,2,162900
6240,1939,2009,2,0,4,7,1,2,150000
6120,1923,1902,2,0,4,7,0,2,123500
6120,1931,1774,2,0,2,8,2,2,129900
6155,1920,1362,2,0,3,6,0,2,128000
6324,1927,520,1,0,1,4,0,1,68500
8635,1948,1285,1,0,2,6,0,1,127000
13053,1923,1848,1,1,4,8,1,2,207000
9120,1925,1820,2,0,4,8,0,1,184000
9144,1915,1716,2,0,4,8,0,2,162500
9144,1940,1505,1,0,3,8,0,1,145000
10267,1918,838,1,0,2,5,0,1,130000
8094,1910,1984,2,0,5,8,0,1,160000
5100,1925,1666,1,0,3,7,1,1,161000
4347,1910,1609,1,0,3,7,0,1,127500
6291,1930,768,1,0,1,4,0,2,93850
10266,1952,1536,1,1,4,7,0,1,136000
6876,1938,1969,2,0,4,9,1,2,141000
10320,1915,1308,2,0,2,6,0,2,120000
7200,1925,1040,1,0,2,5,0,2,127500
7006,1925,1236,2,0,3,6,1,1,127000
7920,1920,1406,1,0,3,6,0,0,89500
8235,1955,825,1,0,2,4,0,2,125000
5586,1920,1198,1,0,4,7,0,0,79900
10320,1912,759,1,0,1,5,0,2,85000
10320,1915,1344,2,0,3,8,0,0,82375
10320,1906,1469,1,0,3,7,0,1,135000
9488,1947,1054,1,0,3,6,0,1,124000
8250,1968,1211,1,0,3,5,1,1,134000
21286,1948,1271,2,0,4,7,1,1,135000
17120,1959,1588,2,0,4,7,1,2,134432
10106,1940,1355,2,0,4,6,0,0,127500
11235,1963,1075,1,0,3,6,0,2,148000
11200,1965,1040,1,0,3,5,0,1,129500
13014,1978,1096,1,0,3,6,1,2,157500
7162,1966,904,1,0,3,6,0,1,109900
10265,1967,992,1,0,3,6,0,1,145000
9764,1967,894,1,0,3,5,0,2,130000
7703,1978,1034,1,0,3,6,1,2,153000
9981,1967,1073,1,0,3,6,0,1,120000
7400,1984,1126,1,0,2,5,0,2,152000
12900,1969,1258,0,2,0,6,0,2,108959
12900,1920,1140,1,0,3,6,0,2,95541
9000,1959,1006,1,0,3,5,0,0,80000
8544,1966,1228,1,1,3,6,0,1,149350
9239,1963,960,1,0,3,6,0,1,144900
14175,1956,1188,1,0,1,4,1,2,185000
13284,1954,1383,1,0,3,6,1,1,165000
13500,1960,1252,1,0,1,4,1,2,235000
13825,1958,1601,1,0,3,6,0,1,140000
10200,1940,672,1,0,2,4,0,1,108000
10532,1960,1721,2,0,3,7,2,2,145000
8375,1941,1350,1,1,2,6,0,3,152400
10200,1970,904,1,0,3,5,0,3,144000
2887,1996,1291,1,0,2,6,1,2,173000
10005,1977,2022,2,1,4,8,1,2,192000
20270,1979,1524,2,0,3,7,2,2,245000
39104,1954,1363,1,0,2,5,2,2,241500
53227,1954,1663,1,0,2,6,2,2,256000
11512,1959,1357,1,0,2,5,1,1,177000
5190,1948,1079,1,0,2,5,1,1,125600
10452,1953,1094,1,0,3,5,2,2,155000
45600,1908,2358,3,0,5,10,1,2,240000
19550,1940,1518,1,0,2,5,2,0,260000
21780,1918,1674,2,0,4,8,1,2,185000
13728,1935,2108,2,0,4,7,2,2,235000
9571,1956,1509,1,0,3,6,1,1,159900
9350,1975,864,1,0,2,4,0,0,99600
9360,1962,1269,1,1,3,7,0,1,134500
8405,1900,1367,1,0,4,7,0,1,119000
7000,1910,1347,1,0,3,5,0,0,107500
10880,1950,1164,1,0,3,5,0,1,125000
9600,1924,1096,1,0,2,5,0,0,79000
9084,1941,1111,1,0,3,5,0,1,95000
11839,1990,2329,2,1,4,10,1,2,262280
9771,1995,2814,2,1,4,9,1,2,260000
9938,1994,1626,2,1,3,7,1,2,226500
14171,1993,2200,2,1,4,9,1,2,225000
10541,1996,2037,2,1,3,8,1,2,229000
10616,2007,1356,2,1,3,6,1,2,177439
9345,2007,1615,2,0,3,7,1,3,248500
11778,2008,2276,2,0,3,7,2,3,475000
11778,2008,1766,2,1,3,8,2,3,395039
11228,1993,2097,2,1,3,9,1,3,228000
11454,1995,1511,2,0,3,6,1,3,225000
11500,1966,1643,2,0,2,6,1,2,195000
12798,1997,1688,2,1,4,8,0,2,200000
9750,1994,990,1,0,3,5,0,2,155000
9525,1995,1099,1,1,3,6,0,1,144000
9245,1994,990,1,0,3,5,0,2,145000
8696,1997,1418,2,0,3,5,1,2,226001
13142,1997,1771,2,1,3,6,0,2,215700
8998,2000,1652,2,1,3,6,0,2,207500
9179,1999,1790,2,1,3,7,0,2,193000
8924,1998,1724,2,1,3,8,0,2,188000
9382,1999,1479,2,0,3,6,0,2,191000
12803,2002,1494,2,0,3,6,1,2,221000
12435,2001,1792,2,1,3,7,1,2,231500
12192,2000,1823,2,1,3,6,0,2,235000
11250,2001,1786,2,1,3,6,1,2,223500
9200,1975,938,1,0,3,5,0,1,130250
8385,1977,985,2,0,3,6,0,1,149900
12250,1978,1174,1,0,3,5,0,2,158000
10970,1978,1026,1,0,3,5,0,2,147000
9216,1975,1076,1,1,3,5,1,2,143195
14330,1975,1558,2,0,2,5,0,2,163000
7990,1975,924,1,0,3,5,0,1,110000
7180,1972,864,1,0,3,5,0,1,127000
7200,1972,780,1,0,2,4,0,1,124900
9742,2002,1795,2,0,3,7,1,2,230000
9473,2002,2031,2,1,3,7,1,2,237000
10316,2000,1865,2,1,3,7,1,3,235000
10400,2001,2161,2,1,3,8,1,2,230500
9066,1999,1852,2,1,3,7,2,3,230000
11404,1998,2031,2,1,3,8,1,2,222500
9240,2001,2263,2,1,3,7,1,2,287000
9720,2001,1947,2,1,3,7,1,3,274000
14860,2002,1786,2,0,3,6,1,3,300000
11250,2002,2290,2,1,4,9,1,2,255900
8158,2003,1768,2,1,3,8,0,2,224900
10905,2003,2327,2,1,4,9,1,2,240000
7226,2003,1640,2,1,3,6,0,2,183000
11690,1999,1764,2,1,3,7,1,2,207000
8750,1994,1908,2,1,4,8,1,2,210000
4435,2003,848,1,0,1,3,0,2,136500
4426,2004,848,1,0,1,3,0,2,145000
13125,1997,1493,2,0,3,7,1,2,208900
10126,1997,1838,2,0,2,8,0,3,185000
9135,2002,1536,2,0,3,7,0,2,214000
8450,2003,1710,2,1,3,8,0,2,208500
9750,2004,1445,2,0,3,6,0,2,186500
8450,2004,1436,2,0,3,8,0,2,210000
8320,2004,1582,2,1,3,6,0,2,185900
11049,2007,1234,2,0,3,7,0,2,179900
11058,2007,1564,2,0,3,6,0,3,218836
9627,2007,1361,2,0,3,6,0,2,193000
8199,2005,1456,2,1,3,7,1,2,189000
4426,2004,848,1,0,1,3,1,2,149300
4426,2004,848,1,0,1,3,1,2,141000
4438,2004,848,1,0,1,3,1,2,149000
4438,2004,848,1,0,1,4,1,2,144500
8777,1910,796,1,0,2,4,0,0,85000
8777,1900,2200,2,2,4,9,0,0,145900
9825,1966,1092,1,0,3,6,0,1,123000
9937,1965,1256,1,1,3,6,0,1,147500
12102,1976,1033,1,0,3,6,0,2,165000
6500,1976,1127,1,1,3,6,1,2,135000
13907,1940,996,1,0,3,6,1,0,108000
10012,1972,1181,2,0,3,6,0,2,137500
6931,2003,1656,2,1,3,7,1,2,165400
9638,1977,1117,1,0,3,6,1,2,147000
7200,1976,1398,1,1,3,6,1,2,160500
7024,2005,1132,1,1,2,5,0,2,176000
47007,1959,3820,3,1,5,11,2,2,284700
63887,2008,5642,2,1,3,12,3,2,160000
3675,2005,1072,1,0,2,5,0,2,148000
6040,1955,1152,2,0,2,6,0,0,82000
6012,1955,1152,2,0,2,6,0,0,82000
12108,1955,1440,2,0,4,8,0,0,118000
6845,1955,1152,2,0,2,6,0,0,82500
6931,1955,784,1,0,2,4,0,0,91900
12180,1938,1053,1,1,2,5,0,0,120000
8050,1947,1137,1,1,4,8,0,0,96000
9520,1953,930,1,0,2,5,0,1,99000
11767,1946,1200,1,0,3,6,0,1,130500
8172,1954,1470,2,0,4,7,0,1,135000
16466,1955,1393,1,1,3,8,0,1,135500
7692,1954,1204,1,0,3,6,0,1,100000
5142,1923,1292,1,1,3,6,0,1,108000
5604,1925,864,1,0,2,5,0,0,98000
8248,1914,864,1,0,2,5,0,0,67000
5687,1912,1716,2,0,6,9,0,0,135900
12155,1925,1482,2,0,4,7,0,1,140000
8400,1939,2192,2,1,4,8,1,1,179500
8400,1925,1694,2,0,4,7,1,2,136500
7290,1921,1424,2,0,2,7,1,1,168000
8525,1911,1964,1,1,4,7,0,0,130000
9842,1921,2601,3,1,4,8,0,2,189000
7804,1930,1920,2,2,4,10,2,2,161900
8969,1926,1316,1,0,2,6,1,1,145000
11526,1922,2555,2,0,3,11,1,2,191000
15576,1915,1680,2,0,4,8,0,1,177000
15564,1914,1264,1,0,3,6,0,2,147500
6292,1930,790,1,0,2,4,0,1,91000
7609,1925,1512,2,0,3,7,1,1,231000
10480,1936,1639,1,0,3,6,0,1,115000
9650,1923,1603,1,0,4,7,1,2,138000
7200,1931,1502,1,1,3,6,1,1,149000
11988,1934,1660,1,1,3,6,1,1,188700
11700,1937,1938,2,0,4,7,1,1,198000
9260,1938,1374,1,0,3,6,0,1,110000
7801,1951,1091,1,0,2,5,1,1,104000
9670,1935,1873,1,1,4,9,2,2,257076
14100,1935,3447,3,1,4,11,2,3,381000
15660,1939,1954,1,1,3,8,2,2,311500
12392,1950,2161,2,1,3,8,2,2,263400
26073,1956,1898,2,1,3,7,2,2,236500
14778,1954,1640,1,0,3,7,1,2,224000
1879,1980,1032,1,0,2,5,1,2,116500
1950,1980,1556,2,1,3,6,1,2,151000
7000,1926,919,1,0,2,5,0,1,126000
6000,1940,1090,1,0,3,5,0,1,120000
3636,1922,796,1,0,2,5,0,0,55000
5890,1930,816,1,0,2,5,0,1,120500
6900,1940,778,1,0,2,4,1,1,120500
8155,1930,1200,1,0,4,7,0,0,119000
6000,1967,1656,1,1,3,7,1,1,126000
7392,1930,912,1,0,2,5,0,1,99500
9000,1958,1955,2,0,4,7,0,1,165500
14584,1952,733,1,0,2,4,0,2,13100
5280,1895,1361,1,0,2,6,0,1,89000
8500,1920,1317,1,0,3,6,0,1,40000
5150,1910,1049,1,0,2,5,0,1,80900
18000,1935,894,1,0,2,6,0,3,81000
9000,1920,864,1,1,3,5,0,1,65000
5587,2008,1652,2,0,2,5,1,2,392500
3843,2007,1648,2,0,2,5,1,2,294464
3811,2004,1646,2,0,2,5,1,2,250000
3842,2004,1646,2,0,2,5,1,2,275000
23730,1996,2032,3,0,3,7,0,3,300000
13265,2002,1689,2,0,3,7,2,3,271000
11050,1996,1820,2,1,3,8,1,3,213000
9880,1977,1118,1,0,3,6,1,1,171000
10125,1977,1279,2,0,3,6,2,2,171500
10260,1976,1872,2,2,4,8,0,2,100000
9990,1991,1689,2,0,3,6,1,2,228500
164660,1965,1786,2,0,3,7,2,2,228950
4084,1986,1501,2,0,2,6,1,2,241500
15498,1976,2898,2,0,2,10,1,2,287000
11563,2006,1537,2,0,3,8,0,3,294000
9520,2007,1646,2,0,3,7,1,3,293077
12852,2007,1780,2,1,3,6,1,2,264966
9802,2006,1442,2,1,3,6,0,2,172500
9735,2006,1394,2,1,3,7,0,2,167500
12018,2008,1612,2,1,3,6,0,3,218689
12890,1989,1495,2,0,3,8,1,2,150000
12416,1986,1651,2,0,3,7,1,2,184000
18265,1986,1256,2,0,3,6,1,2,180000
10200,1988,1509,2,0,3,5,1,2,175000
11202,2003,1440,2,0,3,7,1,2,232500
7915,1999,1675,2,0,3,6,0,2,195000
12244,2003,2262,2,1,4,10,2,3,305000
11449,2007,1728,2,0,3,7,1,2,298751
11447,2005,1964,2,1,3,7,1,3,370000
8940,1997,1344,2,0,2,8,0,4,209200
7060,1997,1344,2,0,2,8,0,4,206300
9278,2007,1092,1,0,2,5,0,0,146000
4500,1997,1189,2,0,2,4,0,2,160500
14137,1964,1200,1,0,3,6,0,3,173000
4224,1975,1040,1,0,3,6,0,2,124000
2665,1976,1304,1,1,3,4,1,1,115000
2665,1976,1475,2,0,4,6,1,1,129500
1974,1973,988,1,0,2,5,0,1,105000
1596,1973,988,1,0,1,4,1,1,94900
17979,1968,1160,1,0,3,6,0,1,152500
1477,1970,1092,2,1,3,6,0,0,98000
1890,1972,630,1,0,1,3,0,0,81000
21750,1954,988,1,0,2,4,0,2,113000
6490,1983,816,1,0,2,4,0,1,128500
6951,1984,923,1,0,3,5,0,1,119500
6600,1982,816,1,0,3,5,1,1,130500
6600,1982,816,1,0,2,4,0,2,138000
6600,1982,845,1,0,3,6,0,1,134500
12508,1940,1750,2,0,4,7,0,1,160000
12395,1984,889,1,0,3,6,0,2,137500
11075,1969,1968,2,1,4,7,1,2,172000
56600,1900,1836,2,0,4,7,0,1,103000
10667,1971,1587,2,0,3,7,1,2,167300
10628,1970,1277,1,0,2,5,1,2,167000
13651,1973,2223,2,0,3,8,2,2,244000
15865,1970,2217,2,0,4,8,1,2,268000
12394,2003,1733,2,1,3,7,1,2,225000
10364,1995,1572,2,1,3,7,1,2,168000
13869,1997,1470,2,0,3,6,0,2,177000
8773,1997,1600,2,1,3,7,1,2,169000
8872,1997,1384,2,1,3,7,1,2,161500
5330,2000,1652,2,0,2,6,0,2,251000
10147,1994,1694,2,1,3,7,1,2,160000
8637,1999,1714,2,1,3,7,1,2,180000
7875,1996,1553,2,1,3,6,0,2,178750
7875,1995,1253,2,0,3,6,1,2,176000
7500,1999,2299,3,1,5,7,1,2,204000
9556,1992,1187,2,0,3,6,0,2,160000
10784,1991,1472,2,1,3,7,1,2,160000
9125,1992,1482,2,1,3,7,1,2,163900
7655,1993,1642,2,1,3,7,1,2,168000
18160,1964,1128,1,0,3,6,1,2,154204
3696,1986,1088,1,1,2,5,0,2,170000
5062,1984,2090,2,0,3,6,1,2,207500
4740,1988,1179,2,0,2,5,0,2,182000
5118,1990,1321,1,0,1,4,1,2,212000
14157,2005,1922,2,0,3,8,1,3,377426
12328,2005,2541,3,1,4,10,1,3,349265
51974,2006,2338,2,1,4,8,2,3,591587
41600,1969,1424,1,1,3,7,0,3,155000
8035,2006,1612,2,0,2,6,1,2,319900
8089,2007,1419,2,0,2,7,1,2,392000
14082,2006,2234,1,1,1,7,1,2,441929
13870,2006,2042,2,0,3,8,1,3,455000
12546,1981,1440,2,0,3,7,1,2,182900
10960,1984,1284,2,0,3,5,0,2,174000
12090,1984,1868,3,1,3,7,1,2,178000
12090,1981,1479,2,1,3,6,1,2,176000
12299,1978,1664,2,0,3,7,1,2,213000
11339,1979,1930,2,1,4,9,1,2,192000
11952,1977,1969,2,1,3,8,1,2,190000
12046,1976,2030,2,1,4,8,1,2,195000
10395,1978,1032,2,0,3,6,1,2,148000
11850,1984,1177,2,0,3,6,0,2,151500
11584,1979,1725,2,1,3,6,1,2,197000
10400,1979,1353,2,0,2,5,1,2,192350
10793,1969,1620,2,1,4,7,0,2,152000
13001,1971,1220,2,0,2,6,1,2,170000
12243,1971,1484,2,0,3,7,1,2,175000
11700,1968,1743,1,2,3,7,1,2,175000
12384,1976,1935,2,1,3,7,1,2,197900
8991,1976,1324,2,0,3,5,1,2,174000
8000,1974,1877,2,1,4,8,1,2,178900
10500,1971,1109,1,0,3,5,0,1,139000
10530,1971,981,1,1,3,5,0,2,143250
7472,1972,1479,1,1,4,7,0,2,184000
9457,1970,1422,1,0,3,7,0,2,155000
7920,1970,914,1,0,3,5,0,1,133000
9758,1971,950,1,0,3,5,0,1,119500
8294,1971,872,1,0,3,5,0,4,123000
7340,1971,858,1,0,2,4,0,1,110000
17199,1961,914,1,0,2,4,0,1,128000
9000,1971,864,1,0,3,5,0,2,120500
4058,1998,767,1,0,1,4,0,1,133000
4113,2001,1337,2,0,2,5,1,2,155000
10943,1997,1337,2,0,2,5,1,2,177000
2205,1973,1092,1,1,3,6,0,1,113500
1890,1973,1218,1,1,3,7,0,1,113000
2058,1973,1218,1,1,4,7,0,1,113700
2016,1970,1302,2,1,3,6,0,2,106000
1920,1971,1365,1,1,2,6,0,2,122500
4928,1976,958,2,0,2,5,1,2,128000
2308,1976,1548,2,1,3,7,1,2,155000
2304,1978,1055,2,0,2,4,0,1,142500
7150,1966,988,1,0,3,5,0,1,129250
12469,2006,1816,2,0,3,7,1,3,356000
11694,2007,1828,2,0,3,9,1,3,314813
12030,2007,1694,2,0,3,7,0,3,318000
11825,2006,1694,2,0,3,7,1,3,322400
12085,2007,1734,2,0,3,7,1,3,318000
14333,2007,2122,2,1,2,7,1,3,345474
14450,2006,2121,2,1,3,8,1,3,415298
13641,2007,2656,2,1,3,8,1,3,492000
13440,2006,2550,2,1,4,11,1,3,338931
15431,2005,2046,2,1,2,7,2,3,450000
14154,2006,2172,2,1,3,9,1,3,280000
13891,2007,2552,2,0,3,8,2,3,479069
14226,2006,1973,2,0,3,9,1,3,395000
13693,2006,2643,2,1,3,9,1,3,380000
11428,2006,1634,2,0,3,7,1,3,250000
14977,2006,1976,2,0,2,7,1,3,440000
13654,2005,2758,2,1,4,9,1,3,418000
17169,2007,2290,2,1,2,7,1,3,500067
16659,2007,2152,2,1,3,7,1,2,260116
9591,2004,2473,2,1,4,9,1,3,317000
9709,2007,2100,2,1,3,8,2,3,319500
10562,2007,2161,1,1,3,8,1,3,325624
13615,2006,1802,2,1,3,7,1,3,372000
13069,2004,2956,2,1,5,11,1,3,342000
12099,2004,2468,2,1,4,10,1,3,354000
14277,2003,2385,2,1,3,7,1,3,350000
11999,2003,2374,2,1,4,10,1,3,285000
12568,2007,1818,2,1,3,8,1,3,281500
9926,2005,1614,2,0,3,7,0,3,245700
9254,2005,1721,2,0,3,7,0,2,232698
10732,2006,1828,2,1,3,7,0,3,250000
7577,2005,1362,2,0,2,6,1,2,194700
3901,2005,1302,1,1,1,5,1,2,204000
3903,2005,1302,1,1,1,5,1,2,200000
6289,2005,1362,2,0,2,6,1,2,207000
4590,2006,1554,2,0,2,6,1,2,209500
4590,2006,1554,2,0,2,6,1,2,209500
6442,2006,1370,2,0,2,6,1,2,202500
7841,2005,1577,2,0,2,6,1,2,280000
7313,2005,1561,2,0,2,6,1,2,277500
7820,2007,1869,2,0,2,6,1,2,318061
6240,2006,1324,2,0,2,6,1,2,221370
3242,2003,1405,2,0,2,6,1,2,200000
15810,2007,1496,3,0,3,7,0,2,181755
10237,2005,1536,2,1,3,6,1,2,176000
10237,2005,1484,2,1,3,8,1,2,178900
13204,2006,1458,2,0,3,6,0,2,168165
8857,2006,1495,2,1,3,7,1,2,171925
9729,2006,1746,2,1,3,6,1,3,198444
12216,2005,1326,2,0,3,6,0,2,203000
9018,2007,1456,2,1,3,8,1,2,179540
8993,2007,1302,2,0,3,6,0,2,176485
8899,2007,1340,2,0,3,6,0,2,181134
8499,2006,1412,2,1,3,6,1,2,156932
8229,2007,1504,2,1,3,6,0,2,166000
7713,2007,1456,2,1,3,7,0,2,177594
7697,2007,1258,2,0,3,6,0,2,173500
3922,2006,1258,2,0,2,6,1,3,172500
3922,2006,1402,0,2,2,7,1,3,194201
3621,2003,1589,2,0,2,7,1,3,226500
3710,2007,1266,2,0,2,6,1,2,185485
14572,2004,1530,2,0,3,7,1,3,259000
16219,2004,1119,2,0,2,5,0,2,188500
