ID,Gender,Race,Age_at_Release,Residence_PUMA,Gang_Affiliated,Supervision_Risk_Score_First,Supervision_Level_First,Education_Level,Dependents,Prison_Offense,Prison_Years,Prior_Arrest_Episodes_Felony,Prior_Arrest_Episodes_Misd,Prior_Arrest_Episodes_Violent,Prior_Arrest_Episodes_Property,Prior_Arrest_Episodes_Drug,Prior_Arrest_Episodes_PPViolationCharges,Prior_Arrest_Episodes_DVCharges,Prior_Arrest_Episodes_GunCharges,Prior_Conviction_Episodes_Felony,Prior_Conviction_Episodes_Misd,Prior_Conviction_Episodes_Viol,Prior_Conviction_Episodes_Prop,Prior_Conviction_Episodes_Drug,Prior_Conviction_Episodes_PPViolationCharges,Prior_Conviction_Episodes_DomesticViolenceCharges,Prior_Conviction_Episodes_GunCharges,Prior_Revocations_Parole,Prior_Revocations_Probation,Condition_MH_SA,Condition_Cog_Ed,Condition_Other,Violations_ElectronicMonitoring,Violations_Instruction,Violations_FailToReport,Violations_MoveWithoutPermission,Delinquency_Reports,Program_Attendances,Program_UnexcusedAbsences,Residence_Changes,Avg_Days_per_DrugTest,DrugTests_THC_Positive,DrugTests_Cocaine_Positive,DrugTests_Meth_Positive,DrugTests_Other_Positive,Percent_Days_Employed,Jobs_Per_Year,Employment_Exempt
13280,M,BLACK,23-27,6,TRUE,8,Standard,High School Diploma,0,Violent/Non-Sex,More than 3 years,1,0,1,0,0,0,FALSE,FALSE,0,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,0,0,0,,,,,,0.879917184,0.75621118,FALSE
13309,M,BLACK,48 or older,6,FALSE,1,Standard,At least some college,3,,Less than 1 year,6,3,0,5,1,3,FALSE,FALSE,2,1,FALSE,3,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,33.66666667,0,0,0,0,0,0,FALSE
13355,M,BLACK,48 or older,7,FALSE,3,Standard,High School Diploma,3,Violent/Non-Sex,1-2 years,10,6,3,5,0,2,TRUE,FALSE,0,4,TRUE,2,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,65.66666667,0,0,0,0,0,0,TRUE
13385,M,WHITE,48 or older,14,FALSE,1,Standard,High School Diploma,1,Drug,1-2 years,10,6,1,3,5,5,TRUE,TRUE,3,4,FALSE,2,2,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,0,1,111.4444444,0,0,0,0,0.505483549,0.364157527,FALSE
13405,M,BLACK,38-42,5,FALSE,5,Standard,High School Diploma,3,,More than 3 years,10,6,3,1,5,5,TRUE,FALSE,3,4,TRUE,1,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4,9,1,1,171.7692308,0,0,0,0,0.08195253,0.163569189,FALSE
13438,M,WHITE,43-47,11,FALSE,10,Specialized,At least some college,1,Other,1-2 years,10,6,1,5,4,5,FALSE,TRUE,3,1,FALSE,2,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,0,0,2,92.33333333,0,0,0.333333343,0,1,2,FALSE
13465,M,BLACK,28-32,22,TRUE,9,Specialized,Less than HS diploma,0,Drug,Greater than 2 to 3 years,6,5,1,0,4,5,FALSE,FALSE,0,3,FALSE,0,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,3,3,1,65.75,0.25,0,0,0,0,0,FALSE
13493,F,WHITE,23-27,7,,7,High,High School Diploma,3,Property,Less than 1 year,8,6,1,3,0,5,TRUE,FALSE,2,2,FALSE,1,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,4,2,2,3,46.25,0,0.166666672,0,0.166666672,0.94954955,1.316216216,FALSE
13532,M,BLACK,38-42,21,FALSE,5,Standard,At least some college,0,Property,More than 3 years,6,2,3,1,0,0,FALSE,TRUE,2,1,TRUE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,35.15,0,0,0,0,1,2.597795164,FALSE
13555,M,BLACK,33-37,20,FALSE,7,Specialized,Less than HS diploma,1,Violent/Sex,More than 3 years,6,4,3,2,1,3,TRUE,FALSE,3,4,TRUE,1,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,8,0,0,37.25,0,0,0,0,0,0,FALSE
13582,M,BLACK,33-37,20,FALSE,7,High,At least some college,3,Violent/Non-Sex,Greater than 2 to 3 years,3,0,1,0,2,0,FALSE,FALSE,1,0,TRUE,0,1,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,2,,0,0,0,0,,,FALSE
13600,M,BLACK,38-42,12,FALSE,6,High,Less than HS diploma,3,Property,Less than 1 year,10,6,2,3,2,2,FALSE,FALSE,1,4,FALSE,0,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,25.13333333,0,0,0,0,1,0.968832891,FALSE
13626,M,BLACK,38-42,8,TRUE,8,High,Less than HS diploma,2,Property,1-2 years,7,6,1,5,2,2,TRUE,FALSE,3,3,TRUE,3,2,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,2,,,,,,1,1.290636042,FALSE
13648,M,WHITE,43-47,4,FALSE,6,Standard,High School Diploma,1,Property,1-2 years,10,6,1,5,0,5,TRUE,FALSE,2,4,TRUE,3,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,3,13.03333333,0,0,0,0,0.347826087,1.868286445,FALSE
13676,M,WHITE,33-37,22,FALSE,8,Standard,Less than HS diploma,2,Property,Greater than 2 to 3 years,6,2,0,5,0,3,FALSE,FALSE,2,1,FALSE,3,0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,9,0,1,40.93333333,0,0,0,0.033333335,0.376221498,0.594869707,TRUE
13706,M,BLACK,23-27,4,TRUE,6,Standard,High School Diploma,0,Violent/Non-Sex,More than 3 years,2,0,1,0,0,0,FALSE,FALSE,1,0,TRUE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,2,13.14634146,0.121951222,0,0,0,0.758812616,0.677643785,FALSE
13730,M,WHITE,38-42,13,FALSE,5,,High School Diploma,0,,1-2 years,10,6,2,2,3,5,TRUE,TRUE,1,4,TRUE,0,0,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,4,3,2,,,,,,0.81680831,1.03470255,FALSE
13755,M,BLACK,28-32,6,FALSE,8,Standard,High School Diploma,0,Other,1-2 years,10,6,0,3,5,5,FALSE,FALSE,3,3,FALSE,3,2,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4,7,0,0,29.40740741,0,0,0,0,1,0.920025189,FALSE
13787,F,WHITE,23-27,14,,10,Specialized,Less than HS diploma,1,Property,1-2 years,3,6,0,2,2,3,FALSE,FALSE,0,3,FALSE,2,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,2,10,3,3,82,0.230769232,0,0,0.07692308,0.330206379,1.027908068,FALSE
13806,M,BLACK,28-32,4,FALSE,6,High,High School Diploma,2,Property,1-2 years,4,4,1,2,2,2,FALSE,FALSE,1,1,FALSE,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,,,,,,1,0.825423729,FALSE
13839,M,BLACK,23-27,14,TRUE,10,Specialized,Less than HS diploma,1,Property,More than 3 years,4,1,1,2,2,0,FALSE,FALSE,0,1,FALSE,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,4,2,1,0,119.7777778,0.222222224,0,0,0,0.384972171,0.338821892,FALSE
13877,M,WHITE,38-42,14,FALSE,3,,High School Diploma,1,Property,Less than 1 year,10,6,0,5,1,5,FALSE,FALSE,3,4,FALSE,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,30.2,0,0,0,0,0.834437086,1,FALSE
13905,M,WHITE,33-37,20,FALSE,7,High,High School Diploma,1,Violent/Non-Sex,Greater than 2 to 3 years,1,4,2,0,0,1,FALSE,TRUE,1,1,TRUE,0,1,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,4,0,0,3,179.6363636,0,0,0,0,0.657894737,0.184843117,FALSE
13931,M,WHITE,33-37,8,FALSE,5,Standard,High School Diploma,2,Other,Less than 1 year,4,6,1,2,4,0,TRUE,FALSE,3,4,FALSE,1,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,,,,,,1,1,FALSE
13946,M,BLACK,33-37,25,FALSE,3,Specialized,High School Diploma,0,Other,Less than 1 year,10,2,2,5,0,2,TRUE,FALSE,2,1,TRUE,2,0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,,,,,,1,1,FALSE
13980,F,WHITE,38-42,3,,10,Specialized,At least some college,1,Property,1-2 years,10,6,0,5,1,4,FALSE,FALSE,1,4,FALSE,3,2,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,2,0,156.2,0,0,0,0,0,0,FALSE
13998,M,BLACK,38-42,2,TRUE,10,Standard,High School Diploma,0,Violent/Non-Sex,More than 3 years,3,2,0,4,0,1,FALSE,FALSE,2,1,FALSE,2,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,223.4285714,0,0,0,0,0.111892583,0.233535806,TRUE
14026,M,BLACK,28-32,18,FALSE,6,Standard,High School Diploma,0,Property,Less than 1 year,6,6,1,2,2,3,TRUE,FALSE,3,4,FALSE,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,1,109.4,0,0,0,0,0.850091408,0.66773309,TRUE
14050,M,BLACK,48 or older,18,FALSE,4,Standard,Less than HS diploma,3,Property,Greater than 2 to 3 years,10,6,3,2,2,5,FALSE,TRUE,3,4,TRUE,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,2,0,0,234,0,0,0,0,0,0,FALSE
14086,M,BLACK,38-42,25,FALSE,6,High,High School Diploma,0,Drug,1-2 years,6,4,1,2,4,2,FALSE,FALSE,3,0,FALSE,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,0,0,,,,,,1,1,FALSE
14112,M,WHITE,43-47,15,FALSE,6,High,Less than HS diploma,0,Violent/Non-Sex,More than 3 years,2,6,0,3,0,1,FALSE,FALSE,1,3,FALSE,3,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,6,0,1,55.88888889,0,0,0,0,0.246520875,0.726143141,FALSE
14150,M,BLACK,48 or older,11,FALSE,2,Specialized,High School Diploma,3,Violent/Non-Sex,1-2 years,10,6,3,5,5,0,FALSE,TRUE,3,3,TRUE,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,2,0,130.6666667,0,0,0,0,0,0,FALSE
14178,M,BLACK,38-42,4,FALSE,3,High,High School Diploma,3,,Less than 1 year,4,2,1,0,4,0,FALSE,FALSE,1,0,FALSE,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,102.8333333,0,0,0,0,1,1.183954619,FALSE
14207,M,WHITE,28-32,23,TRUE,5,High,High School Diploma,1,,Less than 1 year,9,1,2,2,2,3,FALSE,FALSE,3,1,FALSE,0,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4,6,0,2,,,,,,1,1.567596567,FALSE
14238,M,BLACK,28-32,8,FALSE,6,Standard,Less than HS diploma,3,,1-2 years,6,5,3,1,5,5,TRUE,TRUE,3,1,FALSE,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,0,1,189.1666667,0,0,0,0,0.601762115,0.321806167,FALSE
14282,M,WHITE,48 or older,12,FALSE,5,Standard,Less than HS diploma,0,Drug,1-2 years,10,6,3,5,1,5,TRUE,FALSE,3,1,TRUE,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0,0,101.6,0,0,0,0,0,0,TRUE
14312,M,BLACK,28-32,4,FALSE,8,High,Less than HS diploma,0,Drug,Less than 1 year,2,5,2,0,1,3,TRUE,FALSE,0,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,,,,,,1,0.961184211,FALSE
14332,M,WHITE,48 or older,4,FALSE,2,Standard,High School Diploma,3,Violent/Non-Sex,1-2 years,3,6,3,0,0,3,TRUE,FALSE,0,3,TRUE,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,3,0,0,295.5,0,0,0,0,0.996615905,0.618020305,FALSE
14359,M,BLACK,23-27,12,FALSE,6,High,Less than HS diploma,0,Violent/Non-Sex,More than 3 years,1,0,1,0,0,0,FALSE,TRUE,0,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,3,0,2,,0,0,0,0,,,FALSE
14393,F,WHITE,23-27,3,,6,High,Less than HS diploma,1,Property,More than 3 years,2,1,1,2,0,1,FALSE,FALSE,0,0,FALSE,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,0,9,0,1,263.75,0,0,0,0,0.485308057,0.346208531,FALSE
14419,F,WHITE,33-37,25,,10,Standard,Less than HS diploma,2,Drug,Greater than 2 to 3 years,3,0,1,0,1,1,FALSE,FALSE,1,0,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,6,1,2,29.73333333,0,0,0,0,0.941704036,0.818946188,FALSE
14448,F,WHITE,48 or older,17,,3,Standard,At least some college,3,Drug,More than 3 years,4,6,2,0,3,1,TRUE,FALSE,0,4,TRUE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,7,0,2,,0,0,0,0,,,FALSE
14471,M,WHITE,28-32,2,FALSE,10,Specialized,High School Diploma,2,Drug,More than 3 years,4,3,0,3,1,0,FALSE,TRUE,0,1,FALSE,0,2,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,6,0,3,106.1052632,0,0,0,0,0.518353175,0.181175595,FALSE
14506,M,WHITE,38-42,12,FALSE,6,Standard,High School Diploma,0,Other,1-2 years,10,6,0,5,3,5,FALSE,TRUE,3,4,FALSE,3,1,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,2,106,0,0,0,0,1,1.378301887,FALSE
14529,M,BLACK,43-47,15,FALSE,10,Specialized,At least some college,3,Other,Less than 1 year,10,6,0,3,3,5,FALSE,FALSE,2,4,TRUE,2,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,3,1,0,72,0,0,0,0,0.986111111,1,FALSE
14559,M,BLACK,23-27,20,FALSE,6,High,High School Diploma,0,Drug,1-2 years,5,1,0,0,5,1,FALSE,FALSE,2,1,FALSE,0,2,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,72.95,0,0,0,0,0.995202193,0.2503427,FALSE
14587,M,WHITE,28-32,17,FALSE,,,High School Diploma,2,Property,Less than 1 year,10,6,0,3,3,5,FALSE,FALSE,3,3,FALSE,1,2,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,2,,,,,,1,1,FALSE
14612,M,BLACK,23-27,2,FALSE,9,Specialized,At least some college,3,,1-2 years,5,0,0,0,4,2,FALSE,FALSE,0,0,FALSE,0,2,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,84.71428571,0,0,0,0,1,1.231871838,FALSE
14636,M,BLACK,23-27,3,TRUE,8,High,Less than HS diploma,0,Property,1-2 years,5,2,0,2,2,2,FALSE,FALSE,0,2,FALSE,0,1,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,5,2,0,44.83333333,0.166666672,0,0,0,0.56133829,1,FALSE
14677,M,BLACK,23-27,4,TRUE,10,Specialized,High School Diploma,2,Violent/Non-Sex,More than 3 years,2,2,2,0,1,0,FALSE,FALSE,0,1,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,3,0,0,38.55555556,0.111111112,0,0,0,0.123919308,1,FALSE
14704,M,BLACK,28-32,5,FALSE,5,Standard,At least some college,3,Violent/Non-Sex,More than 3 years,0,1,0,0,0,0,FALSE,FALSE,0,1,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,48.2,0,0,0,0,0.874135546,0.505186722,FALSE
14733,M,BLACK,38-42,11,FALSE,10,Specialized,At least some college,3,Violent/Non-Sex,More than 3 years,10,6,3,3,5,0,TRUE,TRUE,0,4,TRUE,2,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,199.75,0,0,0,0,0.963704631,0.914267835,FALSE
14751,M,BLACK,23-27,25,FALSE,5,Specialized,High School Diploma,1,Violent/Sex,More than 3 years,2,0,1,0,0,1,FALSE,FALSE,0,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,0,10,0,3,24.69230769,0,0,0,0,0.88992731,1.137850467,FALSE
14768,M,BLACK,23-27,20,TRUE,8,High,High School Diploma,0,Property,1-2 years,2,0,0,2,0,1,FALSE,FALSE,0,0,FALSE,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,1,2,0,80.89285714,0.035714287,0,0,0,0.266225166,0.806291391,FALSE
14799,M,BLACK,28-32,4,FALSE,6,High,Less than HS diploma,3,Other,Less than 1 year,10,3,0,5,2,5,FALSE,FALSE,3,1,FALSE,2,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,75.5,0,0,0,0,0.80794702,0.604718543,FALSE
14833,F,BLACK,23-27,14,,6,High,High School Diploma,2,Violent/Non-Sex,Less than 1 year,5,4,1,0,0,5,FALSE,FALSE,0,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,,,,,,0,0,FALSE
14858,M,BLACK,23-27,4,FALSE,7,High,At least some college,3,Violent/Non-Sex,More than 3 years,1,1,1,0,0,0,FALSE,FALSE,0,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,10,3,1,,,,,,1,2,FALSE
14880,M,BLACK,48 or older,14,FALSE,2,Standard,At least some college,3,Violent/Non-Sex,More than 3 years,1,6,3,1,0,0,FALSE,FALSE,0,1,TRUE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,64.33333333,0,0,0,0,1,0.630829016,FALSE
14909,M,BLACK,28-32,19,TRUE,8,High,Less than HS diploma,2,Other,1-2 years,6,1,1,0,4,2,FALSE,TRUE,0,0,FALSE,0,2,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,2,10,3,0,12.59615385,0.15384616,0,0,0.01923077,0,0,FALSE
14959,M,BLACK,28-32,15,FALSE,5,,High School Diploma,2,Drug,Less than 1 year,3,5,0,0,4,2,FALSE,TRUE,2,2,FALSE,0,2,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,29.66666667,0,0,0,0,1,2,FALSE
14990,M,BLACK,23-27,18,TRUE,6,High,Less than HS diploma,1,Violent/Non-Sex,More than 3 years,5,6,1,1,0,5,TRUE,FALSE,2,2,TRUE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,,,,,,0,0,FALSE
15022,M,BLACK,23-27,7,FALSE,10,Standard,Less than HS diploma,0,Property,More than 3 years,5,0,1,3,1,1,FALSE,FALSE,1,0,FALSE,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,7,0,0,21.17647059,0.117647059,0,0,0,0.869444444,1,FALSE
15048,F,WHITE,23-27,21,,9,Specialized,High School Diploma,0,Property,Greater than 2 to 3 years,1,6,0,3,1,4,FALSE,FALSE,2,4,FALSE,2,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4,0,2,1,,,,,,0,0,FALSE
15074,M,WHITE,23-27,24,FALSE,6,Specialized,High School Diploma,0,Violent/Sex,More than 3 years,2,3,1,0,2,0,FALSE,FALSE,0,1,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2,6,0,0,30.86363636,0,0,0.090909094,0,1,1.075846834,FALSE
15102,M,BLACK,38-42,20,FALSE,9,Standard,High School Diploma,2,Drug,Greater than 2 to 3 years,4,6,1,0,4,0,FALSE,FALSE,0,4,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,2,79.9,0.200000003,0,0,0,0.96620776,0.914267835,FALSE
15131,M,BLACK,33-37,19,FALSE,6,High,High School Diploma,3,Other,More than 3 years,6,6,2,0,5,4,FALSE,FALSE,2,2,FALSE,0,2,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,10,0,2,58.58333333,0,0,0,0,0.957325747,0.519559033,FALSE
15170,M,BLACK,28-32,20,FALSE,10,Specialized,Less than HS diploma,3,Property,Greater than 2 to 3 years,2,5,0,3,1,1,FALSE,FALSE,0,4,FALSE,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,33.53571429,0.035714287,0,0,0,0.119275825,0.388977636,FALSE
15205,M,BLACK,33-37,9,FALSE,7,High,High School Diploma,3,Other,Less than 1 year,10,6,0,4,3,5,FALSE,TRUE,3,4,FALSE,3,1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,49.75,0,0,0,0,0,0,FALSE
15237,F,BLACK,23-27,2,,10,Specialized,At least some college,1,Violent/Non-Sex,More than 3 years,1,1,1,1,0,0,FALSE,FALSE,0,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,252.6666667,0,0,0,0,1,1.445580475,FALSE
15264,M,BLACK,23-27,9,FALSE,10,Specialized,High School Diploma,1,Drug,More than 3 years,4,5,0,1,5,1,FALSE,FALSE,1,2,TRUE,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,3,10,3,1,36.6097561,0.097560972,0,0,0,0.773484344,0.243337775,FALSE
15296,F,WHITE,23-27,9,,10,Specialized,High School Diploma,1,Violent/Non-Sex,Less than 1 year,7,3,1,3,1,3,FALSE,FALSE,1,0,FALSE,2,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,3,0,0,72.5,0,0,0,0,1,2,FALSE
15326,M,BLACK,28-32,8,FALSE,8,High,High School Diploma,3,Property,Greater than 2 to 3 years,3,1,0,3,0,1,FALSE,FALSE,0,1,FALSE,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,1,0,0,935.5,0.5,0,0,0,0.700694816,0.390432924,FALSE
15358,M,BLACK,18-22,2,FALSE,9,Specialized,Less than HS diploma,0,Property,Greater than 2 to 3 years,5,0,2,2,0,0,FALSE,TRUE,0,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,3,0,0,0,44.27777778,0.055555556,0,0,0,0,0,FALSE
15395,M,BLACK,38-42,4,FALSE,9,Specialized,Less than HS diploma,2,Property,Greater than 2 to 3 years,7,3,1,3,1,2,FALSE,FALSE,1,0,TRUE,2,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,0,0,,,,,,0,0,FALSE
15433,F,WHITE,23-27,15,,8,High,Less than HS diploma,3,Property,Less than 1 year,7,6,1,5,1,5,FALSE,FALSE,3,4,TRUE,3,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,0,35,0,0,0,0,0,0,TRUE
